Series Name	Series Code	Country Name	Country Code	1994 [YR1994]	1995 [YR1995]	1996 [YR1996]	1997 [YR1997]	1998 [YR1998]	1999 [YR1999]	2000 [YR2000]	2001 [YR2001]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]	2017 [YR2017]	2018 [YR2018]
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Bulgaria	BGR	..	..	..	..	..	..	..	..	..	..	..	..	5.6	1.8	1.2	1.3	2	2.4	2.2	1.8	1.6	3.4	1.9	1.4	0.9
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Burkina Faso	BFA	83.2	..	..	..	81.6	..	..	..	..	57.4	..	..	..	..	..	55.4	..	..	..	..	43.8	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Burundi	BDI	..	..	..	..	84.7	..	..	..	..	..	..	..	78.6	..	..	..	..	..	..	72.8	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Cabo Verde	CPV	..	..	..	..	..	..	..	16.6	..	..	..	..	..	8.4	..	..	..	..	..	..	..	3.4	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Cambodia	KHM	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Cameroon	CMR	..	..	51.2	..	..	..	..	26	..	..	..	..	..	31.8	..	..	..	..	..	..	26	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Canada	CAN	0.2	..	..	0.5	0.5	..	0.2	..	..	..	0.2	..	..	0.2	..	..	0.2	..	0.2	0.5	0.2	0.2	0.2	0.2	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Central African Republic	CAF	..	..	..	..	..	..	..	..	..	..	..	..	..	..	65.9	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Chad	TCD	..	..	..	..	..	..	..	..	..	60	..	..	..	..	..	..	..	38.1	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Chile	CHL	4.9	..	3.4	..	3.5	..	4.3	..	..	4	..	..	1.5	..	..	1.3	..	0.6	..	0.4	..	0.3	..	0.3	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	China	CHN	..	..	41.7	..	..	40.3	..	..	31.7	..	..	18.5	..	..	14.9	..	11.2	7.9	6.5	1.9	1.4	0.7	0.5	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Colombia	COL	..	..	16.7	..	..	20.4	16.8	20.1	13.2	12.1	11.2	9.8	..	..	10.4	9	7.8	6.3	6.2	5.6	5	4.6	4.5	4	4.2
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Comoros	COM	..	..	..	..	..	..	..	..	..	..	15	..	..	..	..	..	..	..	..	..	19.1	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Congo, Dem. Rep.	COD	..	..	..	..	..	..	..	..	..	..	94.3	..	..	..	..	..	..	..	77.2	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Congo, Rep.	COG	..	..	..	..	..	..	..	..	..	..	..	55.1	..	..	..	..	..	39.6	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Costa Rica	CRI	6.8	7	8.1	6.6	5.1	6.6	6.7	4.9	4.6	4.6	4.4	3.2	3.2	1.8	2.3	2.4	1.6	1.7	1.7	1.6	1.5	1.5	1.3	1.1	1.5
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Cote d'Ivoire	CIV	..	21.6	..	..	27	..	..	..	24.4	..	..	..	..	..	30.4	..	..	..	..	..	..	29.8	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Croatia	HRV	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.9	1.2	0.7	0.8	0.7	1	0.6	0.6	0.5	0.4
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Cyprus	CYP	..	..	..	..	..	..	..	..	..	..	0.1	0	0	0	0	0.1	0	0	0	0.1	0.1	0	0	0	0
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Czech Republic	CZE	..	..	0	..	..	..	..	..	0	..	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Denmark	DNK	..	0	..	..	..	..	0	..	..	0.3	0.3	0.3	0.1	0	0.1	0.5	0.1	0	0	0.3	0.2	0.2	0.3	0.1	0.2
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Djibouti	DJI	..	..	..	..	..	..	..	..	20.2	..	..	..	..	..	..	..	..	..	18.2	22.3	..	..	..	17	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Dominican Republic	DOM	..	..	4.9	5.2	..	..	5.5	3.9	5.6	6.7	8.5	5.7	4.4	4.4	3.7	3.2	2.5	2.9	2.6	2.2	2.1	1.8	1.6	0.7	0.4
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Ecuador	ECU	17.3	..	..	..	..	21.9	28.4	..	..	14.9	15.1	11.8	8.2	8.5	7.5	7.3	5.7	4.7	4.5	3.2	2.6	3.5	3.6	3.2	3.3
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Egypt, Arab Rep.	EGY	..	5.6	..	..	..	2.4	..	..	..	..	5.2	..	..	..	4.7	..	2.2	..	1.5	..	..	1.6	..	3.8	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	El Salvador	SLV	..	12.7	14.5	..	20.3	16.5	12.4	13.6	14.1	15.1	11	10.6	7.1	4.7	7	6.8	5.7	4.7	4.2	3.4	3.1	2	2.3	1.9	1.5
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Equatorial Guinea	GNQ	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Eritrea	ERI	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Estonia	EST	..	..	..	..	..	..	..	..	..	2.3	1	0.8	0.7	0.4	0.4	0.6	0.7	1	0.7	0.8	0.7	0.6	0.5	0.3	0.2
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Eswatini	SWZ	82.1	..	..	..	..	..	48.9	..	..	..	..	..	..	..	..	43	..	..	..	..	..	..	29.2	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Ethiopia	ETH	..	69	..	..	..	57.8	..	..	..	..	38.5	..	..	..	..	..	35.6	..	..	..	..	30.8	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Fiji	FJI	..	..	..	..	..	..	..	..	2.3	..	..	..	..	..	1.6	..	..	..	..	0.5	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Finland	FIN	..	0	..	..	..	..	0	..	..	0	0	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0	0.1	0.1
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	France	FRA	0	..	..	..	..	..	0	..	..	0.2	0	0	0	0	0	0	0.1	0	0.1	0.1	0	0.1	0.1	0	0
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Gabon	GAB	..	..	..	..	..	..	..	..	..	..	..	8	..	..	..	..	..	..	..	..	..	..	..	3.4	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Gambia, The	GMB	..	..	..	..	70.8	..	..	..	..	46.1	..	..	..	..	..	..	25.4	..	..	..	..	10.3	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Georgia	GEO	..	..	5.3	15.9	14.5	18.5	19.2	19	10.3	10.4	9.9	10.7	10.3	11.6	10.2	10.1	12	11.1	8.5	6.4	4.9	3.7	3.8	5	4.5
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Germany	DEU	0.2	0.2	..	..	0	..	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Ghana	GHA	..	..	..	..	34.2	..	..	..	..	..	..	23.4	..	..	..	..	..	..	11.2	..	..	..	12.7	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Greece	GRC	..	1.7	..	..	..	..	0.5	..	..	0.5	0.7	0.3	0.6	0.5	0.3	0.6	1	1.2	1.5	1	1.5	1.4	1.1	0.9	0.1
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Guatemala	GTM	..	..	..	..	13.5	..	9.3	..	..	..	..	..	11.2	..	..	..	..	..	..	..	8.8	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Guinea	GIN	49.8	..	..	..	..	..	..	..	63	..	..	..	..	58.4	..	..	..	..	36.1	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Guinea-Bissau	GNB	..	..	..	..	..	..	..	..	56.6	..	..	..	..	..	..	..	68.4	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Guyana	GUY	..	..	..	..	11.8	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Haiti	HTI	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	24.5	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Honduras	HND	27	28.2	31.4	21.8	26.6	26.8	..	21.9	23.9	28.5	27.7	27.1	23	17.6	16.9	14.2	15.6	17.4	20.1	17.7	16.3	16.4	16.1	15.4	15.8
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Hungary	HUN	..	..	..	..	..	..	..	..	..	..	0.1	0.7	0.1	0.1	0	0.1	0.1	0.1	0.3	0.1	0.6	0.6	1.3	0.6	0.2
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Iceland	ISL	..	..	..	..	..	..	..	..	..	0	0.2	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	India	IND	..	..	..	..	..	..	..	..	..	..	39.9	..	..	..	..	32.8	..	22.5	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Indonesia	IDN	..	..	43.6	..	63.2	37.4	34.9	31.2	19	19.3	21	18	23.9	19.3	19	15.5	13.3	10.9	9.5	7.3	6.2	5.8	5.2	4.5	3.6
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Iran, Islamic Rep.	IRN	2.9	..	..	..	2.9	..	..	..	..	..	..	0.6	0.6	..	..	1.1	..	..	..	0.2	0.4	0.4	0.4	0.4	0.5
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Iraq	IRQ	..	..	..	..	..	..	..	..	..	..	..	..	1.5	..	..	..	..	..	1.7	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Ireland	IRL	0.2	0.2	0.2	..	..	..	0.2	..	0.2	0.1	0	0	0.4	0.1	0.2	0.4	0.5	0.5	0.2	0.7	0.4	0.3	0.1	0.2	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Israel	ISR	..	..	..	0.2	..	..	..	0.2	..	..	..	0.5	..	0.5	..	..	0.2	..	0.5	..	0.5	..	0.2	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Italy	ITA	..	0.7	..	..	1.7	..	1.2	..	..	0.8	0.6	0.6	0.7	0.7	0.7	0.9	1.3	1.2	1.2	1.4	1.2	1.9	1.6	1.4	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Jamaica	JAM	..	..	3.4	..	..	2.6	..	..	2.7	..	1.7	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Japan	JPN	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.5	..	0	..	..	0.7	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Jordan	JOR	..	..	..	1.5	..	..	..	..	1	..	..	..	0.3	..	0.1	..	0.1	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Kazakhstan	KAZ	..	..	5.9	..	..	..	..	9	5.7	3.8	1.8	5.9	0.5	0.2	0	0.1	0.1	0	0	0	0	0	0	0	0
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Kenya	KEN	31.7	..	..	32.2	..	..	..	..	..	..	..	43.9	..	..	..	..	..	..	..	..	..	37.1	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Kiribati	KIR	..	..	..	..	..	..	..	..	..	..	..	..	12.9	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Korea, Rep.	KOR	..	..	..	..	..	..	..	..	..	..	..	..	0.2	..	0.2	..	0.5	..	0.2	..	0.2	..	0.2	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Kosovo	XKX	..	..	..	..	..	..	..	..	..	1.9	..	3.5	3.6	..	..	3.2	2.5	1.7	0.6	0.3	1	0.7	0.8	0.4	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Kyrgyz Republic	KGZ	..	..	..	..	..	..	35.1	31.4	28.3	22.3	9.9	12.1	7.3	7.9	2.9	1.4	2.8	0.9	2.5	2.2	0.9	1.8	1	1.1	0.6
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Lao PDR	LAO	..	..	..	50.7	..	..	..	..	32.1	..	..	..	..	25.7	..	..	..	..	14.5	..	..	..	..	..	10
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Latvia	LVA	..	..	..	..	..	..	..	..	..	..	2.4	2.3	1.5	0.6	1.2	1.7	1.6	1	1	1.1	0.8	0.6	0.6	0.8	0.3
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Lebanon	LBN	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Lesotho	LSO	50.5	..	..	..	..	..	..	..	61.9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	27.2	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Liberia	LBR	..	..	..	..	..	..	..	..	..	..	..	..	..	71.4	..	..	..	..	..	..	41.7	..	44.4	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Lithuania	LTU	..	..	..	..	..	..	..	..	..	..	2.7	1.8	1.5	1.3	1.4	2.2	1.5	0.7	0.9	0.7	1.3	0.7	1.3	1	0.9
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Luxembourg	LUX	0	..	..	0	..	..	0	..	..	0.1	0	0	0	0	0	0	0	0.1	0	0.1	0.1	0.3	0.1	0.3	0.3
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Madagascar	MDG	..	..	..	66.4	..	63.9	..	68.4	..	..	..	71.7	..	..	..	..	78.2	..	78.8	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Malawi	MWI	..	..	..	62.4	..	..	..	..	..	..	72.5	..	..	..	..	..	71.1	..	..	..	..	..	69.2	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Malaysia	MYS	..	1.8	..	0.4	..	..	..	..	..	1.2	..	..	0.6	..	0.6	..	..	0.1	..	0	..	0	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Maldives	MDV	..	..	..	..	..	..	..	..	4.6	..	..	..	..	..	..	3.5	..	..	..	..	..	..	0	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Mali	MLI	85.3	..	..	..	..	..	..	58.8	..	..	..	..	52.1	..	..	50.3	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Malta	MLT	..	..	..	..	..	..	..	..	..	..	..	..	0.4	0.4	0.1	0.4	0.2	0.2	0.1	0	0	0.1	0.1	0.2	0.1
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Mauritania	MRT	..	20.6	..	..	..	..	20.4	..	..	..	16.9	..	..	..	10.9	..	..	..	..	..	6	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Mauritius	MUS	..	..	..	..	..	..	..	..	..	..	..	..	0.4	..	..	..	..	..	0.6	..	..	..	..	0.2	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Mexico	MEX	7.5	..	18.1	..	12.9	..	9	..	6.6	..	6	6.6	4.2	..	5.4	..	4.5	..	3.8	..	3.7	..	2.2	..	1.7
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Micronesia, Fed. Sts.	FSM	..	..	..	..	..	..	..	..	..	..	..	8.1	..	..	..	..	..	..	..	15.4	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Moldova	MDA	..	..	..	15.4	26.9	38	35.1	26.9	16.1	7.4	8.4	13.2	2.4	1.1	1.2	1	0.5	0.3	0.3	0.1	0	0	0.2	0.1	0
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Mongolia	MNG	..	12.1	..	..	24.4	..	..	..	9.5	..	..	..	..	1.2	..	..	0.7	0.5	0.4	..	0.2	..	0.5	..	0.5
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Montenegro	MNE	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	3.4	3.2	1.7	1.4	2.5	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Morocco	MAR	..	..	..	..	6.4	..	5.8	..	..	..	..	..	3	..	..	..	..	..	..	0.9	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Mozambique	MOZ	..	..	82	..	..	..	..	..	79.8	..	..	..	..	..	69.7	..	..	..	..	..	63.7	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Myanmar	MMR	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	4.8	..	1.4	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Namibia	NAM	..	..	..	..	..	..	..	..	..	32.6	..	..	..	..	..	23.5	..	..	..	..	..	13.8	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Nepal	NPL	..	66	..	..	..	..	..	..	..	49.9	..	..	..	..	..	..	15	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Netherlands	NLD	..	..	..	..	..	0.2	..	..	..	..	0.2	0.1	0	0	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0	0.2	0.1
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Nicaragua	NIC	..	..	..	..	24.5	..	..	16.9	..	..	..	8.5	..	..	..	7.4	..	..	..	..	3.4	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Niger	NER	81.6	..	..	..	..	..	..	..	..	..	..	75.3	..	72.4	..	..	..	50.6	..	..	45.4	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Nigeria	NGA	..	..	64.9	..	..	..	..	..	..	55.9	..	..	..	..	..	56.4	..	..	..	..	..	..	..	..	39.1
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	North Macedonia	MKD	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9.8	10.4	9.1	6.9	5.2	4.5	5.5	4.3	4.6	3.4
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Norway	NOR	..	0.2	..	..	..	..	0.2	..	..	0.2	0.3	0.2	0.1	0.1	0.2	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.3	0.3	0.3
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Pakistan	PAK	..	..	18.3	..	25.4	..	..	31	..	..	19.9	18.7	..	15	..	..	8.3	8	..	6.2	..	4	..	..	4.4
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Palau	PLW	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Panama	PAN	..	16.3	..	15	15.2	13.4	12.3	15.4	11.1	11.1	10.1	9.9	10.5	7.8	5.2	3.2	4.5	3	4.1	2.8	3.5	2	2.2	2.5	1.7
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Papua New Guinea	PNG	..	..	50.9	..	..	..	..	..	..	..	..	..	..	..	..	38	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Paraguay	PRY	..	11.9	..	10.4	..	9.9	..	8.6	12.8	7.8	5.4	5.8	7.6	7.4	3.9	5.4	5.2	4.6	3.2	1.7	2.2	1.7	1.5	0.9	1.3
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Peru	PER	..	..	..	17.3	16.4	17	16.4	17.4	15.2	12	13.6	15.5	13.5	11.1	9.1	7.1	5.5	5.2	4.8	4.4	3.7	3.6	3.5	3.4	2.7
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Philippines	PHL	..	..	..	..	..	..	13.7	..	..	13	..	..	14.4	..	..	10.7	..	..	10.4	..	..	6.1	..	..	2.7
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Poland	POL	..	..	..	..	..	..	..	..	..	..	2.1	0.9	0.6	0.4	0.2	0.3	0.3	0.3	0.2	0.4	0.3	0.4	0.2	0.3	0.2
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Portugal	PRT	..	..	..	..	..	..	..	..	..	0.9	0.5	0.5	0.1	0.3	0.1	0.2	0.1	0.5	0.7	0.8	0.5	0.5	0.4	0.4	0.3
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Romania	ROU	..	..	..	..	..	..	..	..	..	..	..	..	6.6	4.9	3.7	2.8	3.8	4.9	5.6	6	6.5	4.6	2.8	3.1	2.4
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Russian Federation	RUS	..	..	4.8	1.6	2.4	4.5	3.1	1.8	1.1	1.1	1	0.8	0.5	0.2	0.1	0.1	0.1	0	0	0	0	0	0	0	0
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Rwanda	RWA	..	..	..	..	..	..	78	..	..	..	..	69.1	..	..	..	..	63.2	..	..	57.9	..	..	56.5	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Samoa	WSM	..	..	..	..	..	..	..	..	2	..	..	..	..	..	0.6	..	..	..	..	1.1	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Sao Tome and Principe	STP	..	..	..	..	..	..	31.4	..	..	..	..	..	..	..	..	..	34.6	..	..	..	..	..	..	35.6	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Senegal	SEN	57.4	..	..	..	..	..	..	49.5	..	..	..	38.3	..	..	..	..	..	38.5	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Serbia	SRB	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5.3	5.8	6.9	6.6	6.4	5.4	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Seychelles	SYC	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.2	..	..	..	..	0.5
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Sierra Leone	SLE	..	..	..	..	..	..	..	..	..	73	..	..	..	..	..	..	..	54.7	..	..	..	..	..	..	43
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Slovak Republic	SVK	..	..	..	..	..	..	..	..	..	..	0.1	0.2	0.2	0.3	0.4	0.4	0.5	0.4	0.3	0.3	0.6	0.7	1.3	..	0.2
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Slovenia	SVN	..	..	..	..	..	..	..	..	..	..	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Solomon Islands	SLB	..	..	..	..	..	..	..	..	..	..	..	48.6	..	..	..	..	..	..	24.7	..	..	..	..	..	..
